Accident_ID,Junction_ID,Junction_Name,City,State,Year,Accident_Severity,Fatalities,Injuries,Weather_Conditions,Road_Type,Vehicle_Types_Involved
ACC-202410,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Fatal,2,3,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-202411,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Minor,0,1,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-202412,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Fatal,3,3,Fog / Mist,Flyover Exit,Car & Car
ACC-202413,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,2,Heavy Rain,Roundabout,Auto-rickshaw & Bus
ACC-202414,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Minor,0,1,Heavy Rain,Flyover Exit,Motorcycle & Bus
ACC-202415,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Fatal,3,4,Clear,Roundabout,Car & Car
ACC-202416,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Fog / Mist,Roundabout,Motorcycle & Car
ACC-202417,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,1,Clear,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-202418,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Fatal,1,2,Fog / Mist,Flyover Exit,Car & Car
ACC-202419,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Serious,0,3,Clear,4-Lane Highway Merge,Car & Truck
ACC-202420,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,0,Heavy Rain,Roundabout,Motorcycle & Car
ACC-202421,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Serious,0,3,Clear,Roundabout,Car & Truck
ACC-202422,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Serious,0,2,Clear,Roundabout,Motorcycle & Car
ACC-202423,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2021,Fatal,1,1,Clear,Flyover Exit,Motorcycle & Bus
ACC-202424,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Minor,0,1,Clear,Roundabout,Car & Truck
ACC-202425,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,2,Clear,Urban Intersection,Car & Truck
ACC-202426,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Serious,0,1,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-202427,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2018,Fatal,1,1,Monsoon Pour,Urban Intersection,Motorcycle & Car
ACC-202428,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Fatal,3,1,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-202429,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,2,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-202430,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Minor,0,0,Clear,Urban Intersection,Car & Car
ACC-202431,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Fatal,2,0,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-202432,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,0,Heavy Rain,Flyover Exit,Motorcycle & Car
ACC-202433,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Minor,0,1,Monsoon Pour,Roundabout,Car & Car
ACC-202434,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Fatal,1,2,Clear,Flyover Exit,Car & Truck
ACC-202435,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2019,Minor,0,1,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-202436,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Fatal,1,4,Fog / Mist,Urban Intersection,Car & Car
ACC-202437,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,3,Clear,4-Lane Highway Merge,Car & Car
ACC-202438,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Minor,0,0,Clear,Flyover Exit,Motorcycle & Car
ACC-202439,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Serious,0,1,Heavy Rain,Flyover Exit,Motorcycle & Car
ACC-202440,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Minor,0,1,Clear,Roundabout,Motorcycle & Car
ACC-202441,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Serious,0,1,Clear,Urban Intersection,Motorcycle & Car
ACC-202442,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Fatal,2,4,Heavy Rain,4-Lane Highway Merge,Motorcycle & Bus
ACC-202443,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Fog / Mist,Flyover Exit,Car & Car
ACC-202444,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Serious,0,2,Heavy Rain,Flyover Exit,Motorcycle & Bus
ACC-202445,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,3,Clear,Roundabout,Car & Truck
ACC-202446,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,2,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-202447,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Minor,0,0,Heavy Rain,Urban Intersection,Auto-rickshaw & Bus
ACC-202448,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Minor,0,1,Heavy Rain,4-Lane Highway Merge,Motorcycle & Car
ACC-202449,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Minor,0,1,Heavy Rain,4-Lane Highway Merge,Motorcycle & Bus
ACC-202450,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,1,Fog / Mist,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-202451,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Fatal,3,1,Clear,Urban Intersection,Motorcycle & Bus
ACC-202452,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Minor,0,1,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-202453,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,1,Monsoon Pour,4-Lane Highway Merge,Motorcycle & Car
ACC-202454,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Fatal,3,3,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-202455,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Serious,0,2,Clear,Roundabout,Motorcycle & Bus
ACC-202456,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Fatal,3,0,Clear,Roundabout,Car & Truck
ACC-202457,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Minor,0,0,Clear,Roundabout,Motorcycle & Bus
ACC-202458,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2022,Serious,0,2,Clear,Roundabout,Car & Truck
ACC-202459,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Fatal,3,1,Clear,Roundabout,Car & Truck
ACC-202460,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Serious,0,3,Heavy Rain,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-202461,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2019,Minor,0,1,Clear,Urban Intersection,Pedestrian & Motorcycle
ACC-202462,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2023,Serious,0,1,Clear,4-Lane Highway Merge,Car & Truck
ACC-202463,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Serious,0,3,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-202464,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2021,Serious,0,1,Clear,Urban Intersection,Car & Car
ACC-202465,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Minor,0,0,Monsoon Pour,Urban Intersection,Motorcycle & Bus
ACC-202466,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Fatal,2,0,Clear,Roundabout,Motorcycle & Car
ACC-202467,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Minor,0,1,Clear,Urban Intersection,Motorcycle & Bus
ACC-202468,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Serious,0,2,Heavy Rain,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-202469,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Clear,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-202470,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Fatal,1,1,Heavy Rain,Urban Intersection,Pedestrian & Motorcycle
ACC-202471,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Fatal,3,1,Heavy Rain,4-Lane Highway Merge,Motorcycle & Car
ACC-202472,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2019,Fatal,3,0,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-202473,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Serious,0,3,Clear,Urban Intersection,Pedestrian & Motorcycle
ACC-202474,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Fatal,2,3,Fog / Mist,Roundabout,Car & Truck
ACC-202475,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,0,Clear,Urban Intersection,Motorcycle & Bus
ACC-202476,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Serious,0,2,Clear,Roundabout,Motorcycle & Bus
ACC-202477,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2019,Fatal,1,1,Monsoon Pour,Roundabout,Car & Car
ACC-202478,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Fatal,3,2,Clear,Roundabout,Auto-rickshaw & Bus
ACC-202479,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Fatal,2,0,Clear,Urban Intersection,Motorcycle & Car
ACC-202480,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Serious,0,3,Monsoon Pour,4-Lane Highway Merge,Car & Truck
ACC-202481,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Serious,0,1,Clear,Flyover Exit,Car & Car
ACC-202482,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Fatal,3,3,Fog / Mist,Urban Intersection,Motorcycle & Bus
ACC-202483,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Minor,0,1,Clear,Roundabout,Motorcycle & Car
ACC-202484,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Fatal,3,4,Clear,Roundabout,Motorcycle & Car
ACC-202485,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,2,Clear,Roundabout,Motorcycle & Bus
ACC-202486,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Fatal,2,1,Fog / Mist,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-202487,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Serious,0,2,Clear,Roundabout,Car & Car
ACC-202488,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Serious,0,2,Clear,4-Lane Highway Merge,Car & Truck
ACC-202489,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,1,Heavy Rain,Flyover Exit,Pedestrian & Motorcycle
ACC-202490,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Fatal,1,0,Clear,Urban Intersection,Motorcycle & Bus
ACC-202491,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Fatal,3,3,Clear,Flyover Exit,Motorcycle & Bus
ACC-202492,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Minor,0,0,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-202493,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Minor,0,0,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-202494,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Fatal,1,2,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-202495,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Serious,0,1,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-202496,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Serious,0,2,Fog / Mist,Flyover Exit,Auto-rickshaw & Bus
ACC-202497,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Serious,0,2,Clear,Flyover Exit,Car & Truck
ACC-202498,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Serious,0,2,Heavy Rain,Flyover Exit,Pedestrian & Motorcycle
ACC-202499,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Fatal,1,1,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-202500,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Serious,0,1,Clear,Urban Intersection,Car & Car
ACC-202501,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Serious,0,2,Heavy Rain,Urban Intersection,Pedestrian & Motorcycle
ACC-202502,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Minor,0,1,Clear,Roundabout,Auto-rickshaw & Bus
ACC-202503,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Minor,0,1,Clear,Urban Intersection,Motorcycle & Car
ACC-202504,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Fatal,1,2,Clear,Roundabout,Pedestrian & Motorcycle
ACC-202505,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Minor,0,1,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-202506,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Serious,0,1,Clear,Urban Intersection,Car & Car
ACC-202507,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Minor,0,1,Clear,Urban Intersection,Car & Car
ACC-202508,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2021,Minor,0,1,Heavy Rain,Urban Intersection,Pedestrian & Motorcycle
ACC-202509,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Serious,0,3,Clear,Roundabout,Motorcycle & Car
ACC-202510,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Minor,0,1,Clear,Roundabout,Auto-rickshaw & Bus
ACC-202511,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Minor,0,0,Heavy Rain,Roundabout,Car & Truck
ACC-202512,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2021,Fatal,2,2,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-202513,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Fatal,1,4,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-202514,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Minor,0,1,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-202515,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Fatal,1,3,Heavy Rain,Flyover Exit,Car & Car
ACC-202516,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Serious,0,3,Heavy Rain,Flyover Exit,Auto-rickshaw & Bus
ACC-202517,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Fatal,3,0,Clear,Flyover Exit,Car & Truck
ACC-202518,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Fatal,1,3,Heavy Rain,Urban Intersection,Pedestrian & Motorcycle
ACC-202519,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2018,Serious,0,2,Fog / Mist,Urban Intersection,Car & Car
ACC-202520,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2021,Serious,0,3,Monsoon Pour,4-Lane Highway Merge,Car & Car
ACC-202521,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Fatal,1,3,Fog / Mist,Roundabout,Car & Truck
ACC-202522,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Fatal,1,2,Clear,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-202523,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2018,Minor,0,1,Clear,4-Lane Highway Merge,Car & Truck
ACC-202524,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Minor,0,1,Clear,Roundabout,Pedestrian & Motorcycle
ACC-202525,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Serious,0,2,Monsoon Pour,Roundabout,Motorcycle & Car
ACC-202526,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Minor,0,1,Clear,Roundabout,Auto-rickshaw & Bus
ACC-202527,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Serious,0,3,Clear,Flyover Exit,Motorcycle & Car
ACC-202528,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2023,Serious,0,1,Clear,Roundabout,Motorcycle & Car
ACC-202529,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Minor,0,1,Clear,Urban Intersection,Auto-rickshaw & Bus
ACC-202530,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Fatal,3,2,Clear,4-Lane Highway Merge,Car & Truck
ACC-202531,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Minor,0,0,Fog / Mist,Flyover Exit,Motorcycle & Car
ACC-202532,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Minor,0,1,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-202533,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Serious,0,3,Heavy Rain,4-Lane Highway Merge,Motorcycle & Bus
ACC-202534,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Fatal,1,4,Heavy Rain,Urban Intersection,Car & Truck
ACC-202535,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,0,Clear,Roundabout,Car & Car
ACC-202536,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Fatal,3,1,Clear,Roundabout,Motorcycle & Bus
ACC-202537,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Fatal,2,0,Clear,Flyover Exit,Motorcycle & Car
ACC-202538,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Minor,0,0,Clear,Urban Intersection,Motorcycle & Bus
ACC-202539,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Serious,0,2,Clear,Flyover Exit,Car & Truck
ACC-202540,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2020,Fatal,2,1,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-202541,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Serious,0,3,Monsoon Pour,Urban Intersection,Motorcycle & Bus
ACC-202542,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Serious,0,2,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-202543,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,0,Monsoon Pour,Roundabout,Car & Car
ACC-202544,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2023,Serious,0,3,Clear,Flyover Exit,Car & Truck
ACC-202545,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Minor,0,1,Clear,Urban Intersection,Auto-rickshaw & Bus
ACC-202546,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,1,Clear,Urban Intersection,Car & Truck
ACC-202547,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,2,Clear,4-Lane Highway Merge,Car & Truck
ACC-202548,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Minor,0,1,Clear,Urban Intersection,Car & Car
ACC-202549,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Minor,0,0,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-202550,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Minor,0,0,Fog / Mist,Urban Intersection,Pedestrian & Motorcycle
ACC-202551,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Serious,0,1,Clear,4-Lane Highway Merge,Car & Truck
ACC-202552,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Fatal,1,2,Monsoon Pour,Urban Intersection,Motorcycle & Bus
ACC-202553,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Minor,0,1,Clear,Roundabout,Auto-rickshaw & Bus
ACC-202554,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Fatal,1,3,Heavy Rain,Flyover Exit,Pedestrian & Motorcycle
ACC-202555,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Heavy Rain,Urban Intersection,Car & Truck
ACC-202556,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Fatal,3,3,Heavy Rain,Roundabout,Auto-rickshaw & Bus
ACC-202557,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Serious,0,1,Heavy Rain,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-202558,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2023,Serious,0,3,Monsoon Pour,Urban Intersection,Pedestrian & Motorcycle
ACC-202559,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Serious,0,1,Clear,4-Lane Highway Merge,Car & Truck
ACC-202560,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Serious,0,2,Fog / Mist,Flyover Exit,Car & Truck
ACC-202561,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Serious,0,3,Clear,Urban Intersection,Car & Truck
ACC-202562,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Minor,0,1,Clear,Urban Intersection,Motorcycle & Car
ACC-202563,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Minor,0,1,Clear,Roundabout,Car & Truck
ACC-202564,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2018,Fatal,2,2,Monsoon Pour,Roundabout,Auto-rickshaw & Bus
ACC-202565,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Serious,0,2,Clear,Roundabout,Car & Car
ACC-202566,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Serious,0,1,Monsoon Pour,Flyover Exit,Pedestrian & Motorcycle
ACC-202567,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2022,Minor,0,0,Clear,Urban Intersection,Motorcycle & Bus
ACC-202568,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2019,Serious,0,2,Heavy Rain,4-Lane Highway Merge,Motorcycle & Car
ACC-202569,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Serious,0,1,Clear,Urban Intersection,Motorcycle & Car
ACC-202570,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Minor,0,0,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-202571,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Minor,0,1,Clear,Urban Intersection,Car & Truck
ACC-202572,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Serious,0,2,Monsoon Pour,Flyover Exit,Motorcycle & Car
ACC-202573,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Serious,0,1,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-202574,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2020,Minor,0,0,Monsoon Pour,Roundabout,Car & Car
ACC-202575,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Serious,0,2,Clear,Roundabout,Car & Truck
ACC-202576,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2021,Fatal,2,4,Clear,Flyover Exit,Car & Car
ACC-202577,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Serious,0,1,Heavy Rain,Flyover Exit,Car & Car
ACC-202578,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Serious,0,3,Clear,Urban Intersection,Motorcycle & Bus
ACC-202579,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Serious,0,1,Heavy Rain,Urban Intersection,Motorcycle & Bus
ACC-202580,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Serious,0,2,Clear,Urban Intersection,Motorcycle & Car
ACC-202581,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Minor,0,0,Heavy Rain,Flyover Exit,Car & Truck
ACC-202582,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Minor,0,0,Fog / Mist,Urban Intersection,Motorcycle & Car
ACC-202583,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Serious,0,3,Heavy Rain,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-202584,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Minor,0,1,Clear,Urban Intersection,Auto-rickshaw & Bus
ACC-202585,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Minor,0,1,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-202586,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2022,Minor,0,1,Clear,Roundabout,Motorcycle & Bus
ACC-202587,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Fatal,2,2,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-202588,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Minor,0,1,Fog / Mist,Urban Intersection,Motorcycle & Car
ACC-202589,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Minor,0,1,Fog / Mist,Roundabout,Car & Truck
ACC-202590,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2021,Minor,0,0,Clear,Flyover Exit,Car & Car
ACC-202591,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,1,Clear,Roundabout,Car & Car
ACC-202592,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2019,Minor,0,1,Fog / Mist,Flyover Exit,Auto-rickshaw & Bus
ACC-202593,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Minor,0,0,Heavy Rain,Urban Intersection,Pedestrian & Motorcycle
ACC-202594,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2021,Minor,0,0,Fog / Mist,4-Lane Highway Merge,Motorcycle & Car
